dataset,model,gene,pearson,css
Breast Visium CID44971,spage,snx22,0.0307978598552231,0.15760280191898346
Breast Visium CID44971,spage,mal,0.0257414134635934,0.09503220021724701
Breast Visium CID44971,spage,fcrl1,0.0246553396456713,0.060752324759960175
Breast Visium CID44971,spage,znf385d,0.0229123797740088,0.07679100334644318
Breast Visium CID44971,spage,fosb,0.0211380598923709,0.4844498634338379
Breast Visium CID44971,spage,tcf7,0.0208738823146291,0.2566871643066406
Breast Visium CID44971,spage,xcl1,0.0185149806256911,0.10736189782619476
Breast Visium CID44971,spage,arhgap24,0.0071912862620805,0.12115833908319473
Breast Visium CID44971,spage,sh2d1b,0.0027528490756397,0.02605631947517395
Breast Visium CID44971,spage,hrct1,0.0009997458604272,0.05767495930194855
Breast Visium CID44971,spage,sardh,-0.0057507593681141,0.09979688376188278
Breast Visium CID44971,spage,st6galnac2,-0.0064593005701215,0.017326323315501213
Breast Visium CID44971,spage,inpp1,-0.0105527200969181,0.21485276520252228
Breast Visium CID44971,spage,nmur1,-0.0106570684229087,0.0
Breast Visium CID44971,spage,fcer2,-0.018465083894701,0.030503565445542336
Breast Visium CID44971,spage,vpreb3,-0.0187765022121797,0.029339589178562164
Breast Visium CID44971,spage,ppp2r5b,-0.0222643643637335,0.2494770884513855
Breast Visium CID44971,spage,rpl41,0.7090038855493429,0.995202362537384
Breast Visium CID44971,spage,rpl34,0.6440775578082483,0.9875833988189697
Breast Visium CID44971,spage,eef1a1,0.6075717972350406,0.9975372552871704
Breast Visium CID44971,spage,rpl35a,0.598663567918685,0.9791598916053772
Breast Visium CID44971,spage,rps12,0.5954001900595731,0.9910961389541626
Breast Visium CID44971,spage,hla-b,0.5948969473222757,0.9477899670600891
Breast Visium CID44971,spage,hla-dra,0.5847995595361007,0.7798640131950378
Breast Visium CID44971,spage,azgp1,0.5832860578372971,0.7322357296943665
Breast Visium CID44971,spage,pfn1,0.5794118264058964,0.9696254134178162
Breast Visium CID44971,spage,rps3a,0.565145399714801,0.9917358756065369
Breast Visium CID44971,spage,rps6,0.5505906054703226,0.9876352548599243
Breast Visium CID44971,spage,snrpe,0.5482473652396971,0.837758481502533
Breast Visium CID44971,spage,crabp1,0.5458263063496471,0.7597255110740662
Breast Visium CID44971,spage,dst,0.545434540078675,0.6786310076713562
Breast Visium CID44971,spage,hla-dqb1,0.545421370118188,0.7459087371826172
Breast Visium CID44971,spage,agr2,0.5390157752820308,0.5853909850120544
Breast Visium CID44971,spage,tspan7,0.5159486703653275,0.5443410873413086
Breast Visium CID44971,spage,rps27a,0.5069881177493238,0.9901847243309021
Breast Visium CID44971,spage,snrpd1,0.4943696514758565,0.7916573882102966
Breast Visium CID44971,spage,rpl15,0.4903359909141002,0.9840479493141174
Breast Visium CID44971,spage,tpt1,0.4804394575119164,0.9922451376914978
Breast Visium CID44971,spage,fxyd3,0.4793177334599894,0.6477538347244263
Breast Visium CID44971,spage,btf3,0.474933914730145,0.9037007689476013
Breast Visium CID44971,spage,ldhb,0.4682366617951661,0.8971478343009949
Breast Visium CID44971,spage,rps20,0.4667836778301289,0.9403513073921204
Breast Visium CID44971,spage,arf1,0.4629670854619587,0.9105871319770813
Breast Visium CID44971,spage,mlph,0.4603101628742672,0.5342506170272827
Breast Visium CID44971,spage,srgn,0.4568620513108316,0.738323986530304
Breast Visium CID44971,spage,gapdh,0.4556029304386979,0.978573739528656
Breast Visium CID44971,spage,rps23,0.453074696770924,0.9831501841545105
Breast Visium CID44971,spage,c1qb,0.448489229781394,0.5468983054161072
Breast Visium CID44971,spage,mdh2,0.4449233663097213,0.8353754281997681
Breast Visium CID44971,spage,arpc1b,0.4423719283751058,0.7544811367988586
Breast Visium CID44971,spage,sat1,0.440547787261923,0.8317051529884338
Breast Visium CID44971,spage,ptma,0.4340772271599535,0.9842192530632019
Breast Visium CID44971,spage,epcam,0.4291415048174891,0.7382424473762512
Breast Visium CID44971,spage,s100a11,0.418358807403136,0.9487180709838867
Breast Visium CID44971,spage,cd24,0.4181282409032716,0.7820221781730652
Breast Visium CID44971,spage,rasal3,0.4136801184098433,0.552089273929596
Breast Visium CID44971,spage,grn,0.4092510315340695,0.7482100129127502
Breast Visium CID44971,spage,rpl27a,0.4092386963946866,0.9677568078041077
Breast Visium CID44971,spage,ybx1,0.4055470838848217,0.8807450532913208
Breast Visium CID44971,spage,ppp1r14a,0.4017812278563455,0.5269978046417236
Breast Visium CID44971,spage,epas1,0.3996528438683472,0.520724892616272
Breast Visium CID44971,spage,jun,0.3993252913983632,0.7729523181915283
Breast Visium CID44971,spage,col1a1,0.3991730751209359,0.4798671305179596
Breast Visium CID44971,spage,rps5,0.3960212244788134,0.9707322120666504
Breast Visium CID44971,spage,dstn,0.3944359255730841,0.8435773849487305
Breast Visium CID44971,spage,srp9,0.3916704431263015,0.829437255859375
Breast Visium CID44971,spage,uqcrb,0.3870471816010248,0.9328450560569763
Breast Visium CID44971,spage,hddc2,0.3814428003439891,0.7163654565811157
Breast Visium CID44971,spage,aff3,0.3814091294759478,0.4403616786003113
Breast Visium CID44971,spage,sparc,0.3797529493854507,0.593275249004364
Breast Visium CID44971,spage,rps25,0.3797093505859363,0.9825928211212158
Breast Visium CID44971,spage,ifi27,0.3782543769742675,0.5820091962814331
Breast Visium CID44971,spage,rpl7,0.3763868383956624,0.96329265832901
Breast Visium CID44971,spage,snrpd2,0.3707161539762817,0.911900520324707
Breast Visium CID44971,spage,tacstd2,0.3701953712408879,0.6896821856498718
Breast Visium CID44971,spage,tpm1,0.3578788106529759,0.7372176051139832
Breast Visium CID44971,spage,cybb,0.3573067143575298,0.46649616956710815
Breast Visium CID44971,spage,cxcl2,0.3528547622384392,0.5023912787437439
Breast Visium CID44971,spage,capn8,0.3449100930925426,0.41534969210624695
Breast Visium CID44971,spage,col3a1,0.3444184304057252,0.4157981276512146
Breast Visium CID44971,spage,ifi16,0.3439338673570499,0.6262126564979553
Breast Visium CID44971,spage,cyba,0.3388997976852441,0.7889136075973511
Breast Visium CID44971,spage,zfp36,0.3376567728247086,0.8153454065322876
Breast Visium CID44971,spage,nutf2,0.3374743178238251,0.7021560072898865
Breast Visium CID44971,spage,dynlt1,0.33152429340569,0.8006412386894226
Breast Visium CID44971,spage,plek,0.3310195696436143,0.4623098373413086
Breast Visium CID44971,spage,pdia4,0.3294983359401909,0.7844834327697754
Breast Visium CID44971,spage,aif1l,0.3294122671275367,0.5543776750564575
Breast Visium CID44971,spage,il6st,0.3256039428869058,0.6617759466171265
Breast Visium CID44971,spage,aph1a,0.3243064287903454,0.783321738243103
Breast Visium CID44971,spage,hspg2,0.3194622440810312,0.47096681594848633
Breast Visium CID44971,spage,anxa3,0.3166682595693228,0.5692282915115356
Breast Visium CID44971,spage,il33,0.3160311535849807,0.36941200494766235
Breast Visium CID44971,spage,kdelr2,0.3145098556693177,0.8117128014564514
Breast Visium CID44971,spage,srpk1,0.3099633148033297,0.6342464089393616
Breast Visium CID44971,spage,il2rg,0.3064625942456216,0.5157768726348877
Breast Visium CID44971,spage,msr1,0.3017792930151576,0.3985480070114136
Breast Visium CID44971,spage,stom,0.2968806215298114,0.6474670767784119
Breast Visium CID44971,spage,serping1,0.2927654435799618,0.5919686555862427
Breast Visium CID44971,spage,rpl13a,0.2915224574953082,0.9674041271209717
Breast Visium CID44971,spage,ppp1ca,0.2902951342627709,0.7774595022201538
Breast Visium CID44971,spage,vps72,0.2896756473504942,0.6052739024162292
Breast Visium CID44971,spage,col17a1,0.2894089418652638,0.39127326011657715
Breast Visium CID44971,spage,gnai2,0.2863267149127326,0.7193440198898315
Breast Visium CID44971,spage,ufc1,0.2817411399797871,0.7602566480636597
Breast Visium CID44971,spage,col5a2,0.281717910126422,0.38524773716926575
Breast Visium CID44971,spage,rasef,0.2812484723618568,0.40461528301239014
Breast Visium CID44971,spage,cxcl16,0.2808530474741904,0.5331894159317017
Breast Visium CID44971,spage,limd2,0.2807916655282362,0.5973017811775208
Breast Visium CID44971,spage,map1b,0.280184019696034,0.4236299693584442
Breast Visium CID44971,spage,irf7,0.2801821932646714,0.5217120051383972
Breast Visium CID44971,spage,serpinh1,0.2794105204340664,0.7064149975776672
Breast Visium CID44971,spage,il16,0.277959314502271,0.44225266575813293
Breast Visium CID44971,spage,app,0.275085181742785,0.7935516238212585
Breast Visium CID44971,spage,palld,0.2741527659667866,0.5409930348396301
Breast Visium CID44971,spage,rnaset2,0.269874963520352,0.6998628377914429
Breast Visium CID44971,spage,myadm,0.269833130709985,0.6421716809272766
Breast Visium CID44971,spage,cd99,0.2693082789954263,0.7390221953392029
Breast Visium CID44971,spage,cd247,0.2683853061298293,0.4117833077907562
Breast Visium CID44971,spage,tmed2,0.2645228678179619,0.8147335648536682
Breast Visium CID44971,spage,samhd1,0.2644623394430071,0.5743675827980042
Breast Visium CID44971,spage,tmed9,0.2639525110053096,0.7293339371681213
Breast Visium CID44971,spage,eif4b,0.2636195582191447,0.8600696921348572
Breast Visium CID44971,spage,mt2a,0.2628827598723355,0.9060407876968384
Breast Visium CID44971,spage,kif12,0.2576465361349898,0.32288071513175964
Breast Visium CID44971,spage,plac9,0.2551662241048331,0.33883246779441833
Breast Visium CID44971,spage,h2afy,0.2499771966647153,0.7267143130302429
Breast Visium CID44971,spage,reep6,0.2481551250876926,0.36997848749160767
Breast Visium CID44971,spage,znf503,0.2471238354409856,0.3624253273010254
Breast Visium CID44971,spage,lrrc26,0.2458072722455013,0.3449666202068329
Breast Visium CID44971,spage,snrnp25,0.2455169415610515,0.5721696615219116
Breast Visium CID44971,spage,islr,0.2411865580642113,0.4066118001937866
Breast Visium CID44971,spage,tigit,0.2407058717022528,0.3782252371311188
Breast Visium CID44971,spage,tmem98,0.2406727854732746,0.4151608347892761
Breast Visium CID44971,spage,cd63,0.2374674968701845,0.8948559165000916
Breast Visium CID44971,spage,gas6,0.2318030564323856,0.5769314169883728
Breast Visium CID44971,spage,rnf130,0.229317561972091,0.6029403805732727
Breast Visium CID44971,spage,ndufa4l2,0.2285816403985059,0.27703607082366943
Breast Visium CID44971,spage,emp1,0.2277296153800373,0.43207302689552307
Breast Visium CID44971,spage,cldn5,0.2268955122289016,0.28614911437034607
Breast Visium CID44971,spage,pmepa1,0.2255486978433946,0.44575077295303345
Breast Visium CID44971,spage,golgb1,0.2254488215284366,0.6329782009124756
Breast Visium CID44971,spage,c1orf54,0.2232332081203944,0.356170117855072
Breast Visium CID44971,spage,il3ra,0.2220329115231625,0.2846446931362152
Breast Visium CID44971,spage,gimap7,0.221760896202092,0.38939139246940613
Breast Visium CID44971,spage,reep5,0.2209162470389319,0.6962652802467346
Breast Visium CID44971,spage,fcgr2a,0.2202712796193031,0.3527916669845581
Breast Visium CID44971,spage,dgka,0.2199562705333525,0.43793922662734985
Breast Visium CID44971,spage,runx3,0.2174624796442198,0.4139626920223236
Breast Visium CID44971,spage,tacc1,0.2174475766826511,0.4781985282897949
Breast Visium CID44971,spage,vps29,0.2169482612863131,0.6963098645210266
Breast Visium CID44971,spage,fam110d,0.2145933852834626,0.24585090577602386
Breast Visium CID44971,spage,ralgps2,0.2098555637797494,0.3028106093406677
Breast Visium CID44971,spage,cd69,0.2094487631510243,0.38966646790504456
Breast Visium CID44971,spage,rnase1,0.2047801473983398,0.37414583563804626
Breast Visium CID44971,spage,mfge8,0.2020467039227073,0.6578968167304993
Breast Visium CID44971,spage,cd79b,0.2020176913969243,0.3369712829589844
Breast Visium CID44971,spage,dok2,0.2016349523929298,0.3485243618488312
Breast Visium CID44971,spage,ctsk,0.1998412250533872,0.33208492398262024
Breast Visium CID44971,spage,dennd2d,0.1981071605417932,0.5352231860160828
Breast Visium CID44971,spage,nes,0.1976306962219907,0.442854106426239
Breast Visium CID44971,spage,acbd6,0.1967430343016603,0.5440292954444885
Breast Visium CID44971,spage,nedd9,0.1962596619748876,0.4813542366027832
Breast Visium CID44971,spage,nr2f2,0.1946287402745077,0.43345364928245544
Breast Visium CID44971,spage,fam49b,0.1938994262247011,0.5718567371368408
Breast Visium CID44971,spage,spcs3,0.1911782052231058,0.653437077999115
Breast Visium CID44971,spage,sec62,0.1899541750944973,0.6841725707054138
Breast Visium CID44971,spage,rabep1,0.1897326966838747,0.543186366558075
Breast Visium CID44971,spage,tspan13,0.1893828415191922,0.5083224773406982
Breast Visium CID44971,spage,emb,0.1890699568947181,0.40661925077438354
Breast Visium CID44971,spage,rasgrp2,0.1873484993327105,0.3500955402851105
Breast Visium CID44971,spage,bcam,0.1824933895007238,0.40298011898994446
Breast Visium CID44971,spage,eomes,0.180960245696364,0.28241103887557983
Breast Visium CID44971,spage,sdf2l1,0.1807535320017148,0.49014630913734436
Breast Visium CID44971,spage,mgll,0.1804476928040099,0.3556797206401825
Breast Visium CID44971,spage,abi3,0.1790203047876858,0.3414987027645111
Breast Visium CID44971,spage,prkch,0.1776957117277067,0.39131906628608704
Breast Visium CID44971,spage,ednrb,0.1760964783860095,0.24913473427295685
Breast Visium CID44971,spage,cdk2ap2,0.1756634672672767,0.5577511787414551
Breast Visium CID44971,spage,dbnl,0.1736067271659019,0.5677277445793152
Breast Visium CID44971,spage,hsp90aa1,0.1734160843725303,0.94436115026474
Breast Visium CID44971,spage,cyr61,0.173398529673172,0.585129976272583
Breast Visium CID44971,spage,tpst2,0.1729546517526995,0.43682947754859924
Breast Visium CID44971,spage,sod3,0.1709254805801543,0.2399369180202484
Breast Visium CID44971,spage,arid5b,0.170384281317226,0.5116921663284302
Breast Visium CID44971,spage,ier3,0.1688844198172848,0.5897915363311768
Breast Visium CID44971,spage,pnpla2,0.1681475302038774,0.627345621585846
Breast Visium CID44971,spage,syne1,0.1647676520825065,0.3489057421684265
Breast Visium CID44971,spage,fcmr,0.1647142256575538,0.3029504716396332
Breast Visium CID44971,spage,ccpg1,0.1628835587162359,0.44774577021598816
Breast Visium CID44971,spage,clmn,0.162328868342031,0.39751726388931274
Breast Visium CID44971,spage,gpr65,0.1619410899726004,0.27693599462509155
Breast Visium CID44971,spage,cyb561a3,0.1597823540329367,0.5064138174057007
Breast Visium CID44971,spage,sell,0.1597278132026703,0.34770894050598145
Breast Visium CID44971,spage,hm13,0.1591152235847517,0.7046857476234436
Breast Visium CID44971,spage,eif1,0.1573973089980659,0.94337397813797
Breast Visium CID44971,spage,igf1,0.1568662971569712,0.26228541135787964
Breast Visium CID44971,spage,gnly,0.1551725915809199,0.2573211193084717
Breast Visium CID44971,spage,hbegf,0.1544570371002615,0.2858028709888458
Breast Visium CID44971,spage,tmem173,0.153279771112437,0.4127027690410614
Breast Visium CID44971,spage,dck,0.1529137013387619,0.46413454413414
Breast Visium CID44971,spage,itm2a,0.1524902722864839,0.4607933461666107
Breast Visium CID44971,spage,man2b1,0.1516341769355127,0.24577496945858002
Breast Visium CID44971,spage,pax5,0.1515897081417463,0.17445889115333557
Breast Visium CID44971,spage,tnfrsf25,0.1509543826709408,0.34089258313179016
Breast Visium CID44971,spage,cd40,0.1497250988198053,0.32574960589408875
Breast Visium CID44971,spage,march1,0.1463352578037647,0.24857650697231293
Breast Visium CID44971,spage,traf4,0.1435492433152929,0.6029044389724731
Breast Visium CID44971,spage,cdkn3,0.1398387893839027,0.27445080876350403
Breast Visium CID44971,spage,pik3r3,0.1392664950167494,0.4473460912704468
Breast Visium CID44971,spage,slc3a2,0.1388234391475396,0.7031554579734802
Breast Visium CID44971,spage,atp2b1,0.136683800908411,0.5255852341651917
Breast Visium CID44971,spage,rapgef3,0.1362493310247307,0.19948036968708038
Breast Visium CID44971,spage,id2,0.1341029063396462,0.6487948894500732
Breast Visium CID44971,spage,rpa3,0.1339281813813024,0.5284888744354248
Breast Visium CID44971,spage,leprotl1,0.1338196032516356,0.516226589679718
Breast Visium CID44971,spage,cisd2,0.1300998621359478,0.5166302919387817
Breast Visium CID44971,spage,aqp3,0.1292071943696964,0.3575383722782135
Breast Visium CID44971,spage,nr2f1,0.1286507271880247,0.2570914030075073
Breast Visium CID44971,spage,ednra,0.1283214523822144,0.2016812115907669
Breast Visium CID44971,spage,rbm47,0.1237747261394054,0.4472348392009735
Breast Visium CID44971,spage,nt5e,0.123618459433381,0.18625734746456146
Breast Visium CID44971,spage,inpp4b,0.1229230309635687,0.2918030023574829
Breast Visium CID44971,spage,mctp1,0.1219778016287176,0.16674616932868958
Breast Visium CID44971,spage,tie1,0.1205920873303829,0.1711624264717102
Breast Visium CID44971,spage,ighm,0.1190709385531983,0.3575325012207031
Breast Visium CID44971,spage,c1qtnf1,0.1190127273841297,0.19639019668102264
Breast Visium CID44971,spage,acadvl,0.1189604974410888,0.7914462089538574
Breast Visium CID44971,spage,tmem109,0.11594051036571,0.5302126407623291
Breast Visium CID44971,spage,phactr1,0.1133467880762656,0.21653293073177338
Breast Visium CID44971,spage,trg-as1,0.1102786842107007,0.16821104288101196
Breast Visium CID44971,spage,derl3,0.1088832784800047,0.20922347903251648
Breast Visium CID44971,spage,ptpn4,0.1087013215650275,0.30377593636512756
Breast Visium CID44971,spage,foxs1,0.1084474478474196,0.1396857500076294
Breast Visium CID44971,spage,fxyd6,0.1080451128851943,0.3850620985031128
